work_year,job_title,job_category,currency,salary,salary_dollar_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size,salary_euro,cost_of_living_index,salary_adjusted_coli
2023,Machine Learning Engineer,Machine Learning and AI,USD,258800,258800,United States,Senior,Full-time,In-person,United States,M,238096.0,100.0,258800.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,199200,199200,United States,Senior,Full-time,In-person,United States,M,183264.0,100.0,199200.0
2023,Data Scientist,Data Science and Research,USD,215625,215625,United States,Senior,Full-time,Remote,United States,M,198375.0,100.0,215625.0
2023,Data Scientist,Data Science and Research,USD,159375,159375,United States,Senior,Full-time,Remote,United States,M,146625.0,100.0,159375.0
2023,Research Engineer,Data Science and Research,USD,203000,203000,United States,Senior,Full-time,In-person,United States,M,186760.0,100.0,203000.0
2023,Research Engineer,Data Science and Research,USD,133000,133000,United States,Senior,Full-time,In-person,United States,M,122360.0,100.0,133000.0
2023,Data Science Manager,Data Science and Research,USD,272400,272400,United States,Senior,Full-time,In-person,United States,L,250608.0,100.0,272400.0
2023,Data Science Manager,Data Science and Research,USD,140100,140100,United States,Senior,Full-time,In-person,United States,L,128892.0,100.0,140100.0
2023,Data Engineer,Data Engineering,USD,282000,282000,United States,Senior,Full-time,In-person,United States,M,259440.0,100.0,282000.0
2023,Data Engineer,Data Engineering,USD,208000,208000,United States,Senior,Full-time,In-person,United States,M,191360.0,100.0,208000.0
2023,Data Analyst,Data Analysis,USD,93919,93919,United States,Senior,Full-time,Remote,United States,M,86405.48,100.0,93919.0
2023,Data Analyst,Data Analysis,USD,51962,51962,United States,Senior,Full-time,Remote,United States,M,47805.04,100.0,51962.0
2023,Data Scientist,Data Science and Research,USD,211000,211000,United States,Senior,Full-time,Remote,United States,M,194120.0,100.0,211000.0
2023,BI Analyst,BI and Visualization,USD,118800,118800,United States,Senior,Full-time,Remote,United States,M,109296.0,100.0,118800.0
2023,BI Analyst,BI and Visualization,USD,75000,75000,United States,Senior,Full-time,Remote,United States,M,69000.0,100.0,75000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,159350,159350,United States,Senior,Full-time,In-person,United States,M,146602.0,100.0,159350.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,130100,130100,United States,Senior,Full-time,In-person,United States,M,119692.0,100.0,130100.0
2023,Data Scientist,Data Science and Research,USD,262000,262000,United States,Senior,Full-time,Remote,United States,M,241040.0,100.0,262000.0
2023,Data Scientist,Data Science and Research,USD,245000,245000,United States,Senior,Full-time,Remote,United States,M,225400.0,100.0,245000.0
2023,Analytics Engineer,Leadership and Management,USD,205218,205218,United States,Senior,Full-time,In-person,United States,M,188800.56,100.0,205218.0
2023,Analytics Engineer,Leadership and Management,USD,136743,136743,United States,Senior,Full-time,In-person,United States,M,125803.56,100.0,136743.0
2023,Research Analyst,Data Science and Research,USD,185000,185000,United States,Senior,Full-time,In-person,United States,L,170200.0,100.0,185000.0
2023,Research Analyst,Data Science and Research,USD,94600,94600,United States,Senior,Full-time,In-person,United States,L,87032.0,100.0,94600.0
2023,Research Analyst,Data Science and Research,USD,160000,160000,United States,Senior,Full-time,In-person,United States,M,147200.0,100.0,160000.0
2023,Research Analyst,Data Science and Research,USD,107000,107000,United States,Senior,Full-time,In-person,United States,M,98440.0,100.0,107000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,264400,264400,United States,Senior,Full-time,Remote,United States,M,243248.0,100.0,264400.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,176300,176300,United States,Senior,Full-time,Remote,United States,M,162196.0,100.0,176300.0
2023,Research Scientist,Data Science and Research,USD,275000,275000,United States,Senior,Full-time,In-person,United States,M,253000.0,100.0,275000.0
2023,Research Scientist,Data Science and Research,USD,175000,175000,United States,Senior,Full-time,In-person,United States,M,161000.0,100.0,175000.0
2023,ML Engineer,Machine Learning and AI,USD,76000,76000,United States,Entry-level,Full-time,In-person,United States,L,69920.0,100.0,76000.0
2023,Insight Analyst,Data Analysis,EUR,50000,53984,Portugal,Mid-level,Full-time,Remote,Portugal,M,49665.28,62.4,86512.82
2023,Insight Analyst,Data Analysis,EUR,40000,43187,Portugal,Mid-level,Full-time,Remote,Portugal,M,39732.04,62.4,69209.94
2023,Business Intelligence Analyst,BI and Visualization,USD,150000,150000,United States,Mid-level,Full-time,In-person,United States,M,138000.0,100.0,150000.0
2023,Business Intelligence Analyst,BI and Visualization,USD,125000,125000,United States,Mid-level,Full-time,In-person,United States,M,115000.0,100.0,125000.0
2023,Data Scientist,Data Science and Research,USD,210000,210000,United States,Senior,Full-time,Remote,United States,M,193200.0,100.0,210000.0
2023,Data Engineer,Data Engineering,USD,210000,210000,United States,Senior,Full-time,In-person,United States,M,193200.0,100.0,210000.0
2023,Data Scientist,Data Science and Research,USD,169500,169500,United States,Senior,Full-time,Remote,United States,M,155940.0,100.0,169500.0
2023,Data Scientist,Data Science and Research,USD,138000,138000,United States,Senior,Full-time,Remote,United States,M,126960.0,100.0,138000.0
2023,AI Engineer,Machine Learning and AI,USD,180000,180000,United States,Mid-level,Full-time,In-person,United States,M,165600.0,100.0,180000.0
2023,AI Engineer,Machine Learning and AI,USD,120000,120000,United States,Mid-level,Full-time,In-person,United States,M,110400.0,100.0,120000.0
2023,Data Science Manager,Data Science and Research,USD,297300,297300,United States,Senior,Full-time,Remote,United States,M,273516.0,100.0,297300.0
2023,Data Science Manager,Data Science and Research,USD,198200,198200,United States,Senior,Full-time,Remote,United States,M,182344.0,100.0,198200.0
2023,Data Scientist,Data Science and Research,USD,204500,204500,United States,Senior,Full-time,In-person,United States,M,188140.0,100.0,204500.0
2023,Data Scientist,Data Science and Research,USD,138900,138900,United States,Senior,Full-time,In-person,United States,M,127788.0,100.0,138900.0
2023,Data Manager,Leadership and Management,USD,110400,110400,United States,Senior,Full-time,In-person,United States,M,101568.0,100.0,110400.0
2023,Data Manager,Leadership and Management,USD,68000,68000,United States,Senior,Full-time,In-person,United States,M,62560.0,100.0,68000.0
2023,Data Scientist,Data Science and Research,USD,260600,260600,United States,Mid-level,Full-time,In-person,United States,M,239752.0,100.0,260600.0
2023,Data Integration Specialist,Data Management and Strategy,USD,63750,63750,United States,Entry-level,Full-time,Remote,United States,M,58650.0,100.0,63750.0
2023,Data Integration Specialist,Data Management and Strategy,USD,46400,46400,United States,Entry-level,Full-time,Remote,United States,M,42688.0,100.0,46400.0
2023,Data Scientist,Data Science and Research,USD,214872,214872,United States,Senior,Full-time,Remote,United States,M,197682.24,100.0,214872.0
2023,Data Scientist,Data Science and Research,USD,186846,186846,United States,Senior,Full-time,Remote,United States,M,171898.32,100.0,186846.0
2023,Data Analyst,Data Analysis,USD,95000,95000,United States,Mid-level,Full-time,In-person,United States,M,87400.0,100.0,95000.0
2023,Data Analyst,Data Analysis,USD,70600,70600,United States,Mid-level,Full-time,In-person,United States,M,64952.0,100.0,70600.0
2023,Data Analyst,Data Analysis,USD,149500,149500,United States,Mid-level,Full-time,Remote,United States,M,137540.0,100.0,149500.0
2023,Data Analyst,Data Analysis,USD,127075,127075,United States,Mid-level,Full-time,Remote,United States,M,116909.0,100.0,127075.0
2023,Data Engineer,Data Engineering,USD,162000,162000,United States,Senior,Full-time,Remote,United States,M,149040.0,100.0,162000.0
2023,Data Engineer,Data Engineering,USD,111000,111000,United States,Senior,Full-time,Remote,United States,M,102120.0,100.0,111000.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,280000,280000,United States,Senior,Full-time,Remote,United States,M,257600.0,100.0,280000.0
2023,Machine Learning Scientist,Machine Learning and AI,USD,182750,182750,United States,Senior,Full-time,Remote,United States,M,168130.0,100.0,182750.0
2023,Research Engineer,Data Science and Research,USD,196000,196000,United States,Senior,Full-time,In-person,United States,M,180320.0,100.0,196000.0
2023,Research Engineer,Data Science and Research,USD,142600,142600,United States,Senior,Full-time,In-person,United States,M,131192.0,100.0,142600.0
2023,Data Architect,Data Architecture and Modeling,USD,193000,193000,United States,Senior,Full-time,Remote,United States,M,177560.0,100.0,193000.0
2023,Data Architect,Data Architecture and Modeling,USD,110000,110000,United States,Senior,Full-time,Remote,United States,M,101200.0,100.0,110000.0
2023,Data Scientist,Data Science and Research,USD,245000,245000,United States,Senior,Full-time,In-person,United States,M,225400.0,100.0,245000.0
2023,Data Analyst,Data Analysis,USD,80000,80000,United States,Senior,Full-time,In-person,United States,M,73600.0,100.0,80000.0
2023,Data Analyst,Data Analysis,USD,70000,70000,United States,Senior,Full-time,In-person,United States,M,64400.0,100.0,70000.0
2023,Data Engineer,Data Engineering,USD,250000,250000,United States,Executive,Full-time,In-person,United States,M,230000.0,100.0,250000.0
2023,Data Engineer,Data Engineering,USD,225000,225000,United States,Executive,Full-time,In-person,United States,M,207000.0,100.0,225000.0
2023,Data Analyst,Data Analysis,GBP,50000,61520,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,56598.4,82.7,74389.36
2023,Data Analyst,Data Analysis,GBP,40000,49216,United Kingdom,Mid-level,Full-time,In-person,United Kingdom,M,45278.72,82.7,59511.49
2023,Data Engineer,Data Engineering,USD,205000,205000,United States,Senior,Full-time,In-person,United States,M,188600.0,100.0,205000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000,240000,Ukraine,Senior,Full-time,Remote,Ukraine,M,220800.0,29.8,805369.13
2023,Machine Learning Engineer,Machine Learning and AI,USD,220000,220000,Ukraine,Senior,Full-time,Remote,Ukraine,M,202400.0,29.8,738255.03
2023,Machine Learning Engineer,Machine Learning and AI,USD,297300,297300,United States,Senior,Full-time,Remote,United States,M,273516.0,100.0,297300.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,198200,198200,United States,Senior,Full-time,Remote,United States,M,182344.0,100.0,198200.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,156000,156000,United States,Senior,Full-time,Remote,United States,M,143520.0,100.0,156000.0
2023,Data Science Practitioner,Data Science and Research,USD,196500,196500,United States,Senior,Full-time,In-person,United States,M,180780.0,100.0,196500.0
2023,Data Science Practitioner,Data Science and Research,USD,97300,97300,United States,Senior,Full-time,In-person,United States,M,89516.0,100.0,97300.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,192000,192000,United States,Senior,Full-time,Remote,United States,M,176640.0,100.0,192000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,164000,164000,United States,Senior,Full-time,Remote,United States,M,150880.0,100.0,164000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,227700,227700,United States,Senior,Full-time,Remote,United States,M,209484.0,100.0,227700.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,154836,154836,United States,Senior,Full-time,Remote,United States,M,142449.12,100.0,154836.0
2023,Data Scientist,Data Science and Research,USD,140000,140000,United States,Senior,Full-time,Remote,United States,M,128800.0,100.0,140000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,285000,285000,United States,Mid-level,Full-time,In-person,United States,L,262200.0,100.0,285000.0
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000,United States,Mid-level,Full-time,In-person,United States,L,174800.0,100.0,190000.0
2023,Research Scientist,Data Science and Research,USD,405000,405000,United States,Mid-level,Full-time,In-person,United States,L,372600.0,100.0,405000.0
2023,Research Scientist,Data Science and Research,USD,270000,270000,United States,Mid-level,Full-time,In-person,United States,L,248400.0,100.0,270000.0
2023,Data Engineer,Data Engineering,USD,214300,214300,United States,Mid-level,Full-time,In-person,United States,M,197156.0,100.0,214300.0
2023,Data Engineer,Data Engineering,USD,108500,108500,United States,Mid-level,Full-time,In-person,United States,M,99820.0,100.0,108500.0
2023,Data Scientist,Data Science and Research,USD,145000,145000,United States,Mid-level,Full-time,Remote,United States,M,133400.0,100.0,145000.0
2023,Data Scientist,Data Science and Research,USD,115000,115000,United States,Mid-level,Full-time,Remote,United States,M,105800.0,100.0,115000.0
2023,Data Science Engineer,Data Science and Research,USD,130000,130000,United States,Mid-level,Full-time,Remote,United States,M,119600.0,100.0,130000.0
2023,Data Science Engineer,Data Science and Research,USD,113000,113000,United States,Mid-level,Full-time,Remote,United States,M,103960.0,100.0,113000.0
2023,Data Scientist,Data Science and Research,USD,194500,194500,United States,Senior,Full-time,In-person,United States,M,178940.0,100.0,194500.0
2023,Data Scientist,Data Science and Research,USD,110250,110250,United States,Senior,Full-time,In-person,United States,M,101430.0,100.0,110250.0
2023,Data Scientist,Data Science and Research,USD,295000,295000,United States,Senior,Full-time,In-person,United States,M,271400.0,100.0,295000.0
2023,Data Scientist,Data Science and Research,USD,177300,177300,United States,Senior,Full-time,In-person,United States,M,163116.0,100.0,177300.0
2023,Data Analyst,Data Analysis,GBP,45000,55368,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,50938.56,82.7,66950.42
2023,Data Analyst,Data Analysis,GBP,36000,44294,United Kingdom,Mid-level,Full-time,Remote,United Kingdom,M,40750.48,82.7,53559.85
2023,Applied Scientist,Data Science and Research,USD,192000,192000,United States,Senior,Full-time,Remote,United States,M,176640.0,100.0,192000.0
2023,Applied Scientist,Data Science and Research,USD,164000,164000,United States,Senior,Full-time,Remote,United States,M,150880.0,100.0,164000.0
